Date,High,Low,Open,Close,Volume,Adj Close,pct_change,log_change,7ma,14ma,21ma,7macd,14macd,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,7rsv,14rsv,21rsv,AAPL,MTK,GUC,Xintec,Qualcomm,SamSung,Broadcom,VIX,USD,CNY,CCY,HKD,JPY,TWIndex,PLIX,S&P500,Japan225,KoreanIndex,NASDQ,dealer_buy,dealer_sell,dealer_dif,investment_buy,investment_sell,investment_dif,foreign_buy,foreign_sell,foreign_dif,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components
2011/5/27,61,60.5,60.65000153,60.59999847,11654,60.59999847,-0.004108464,-0.004116926,60.75887287,61.02205898,61.09243074,0.369915921,-0.024525918,0.657142639,0.589285442,0.626190004,61.34427002,59.98429966,62.67172904,59.82112658,62.9459157,60.10646445,41.17636499,17.07310265,17.07310265,12.05,309.5,116.5,28.43,57.35,17820,35.01,15.98,28.89,0.15,0.72,7.78,0.1,8810,433.09,1331.1,9521.94,2100.24,2796.86,3760940690,3891074420,-130133730,3539169170,2086287184,1452881986,22503438502,23008336705,-504898203,56.47652088,52.4147937,62.73597055,61.92544589,61.5891983,61.81354875
2011/5/30,60.75,60,60.40000153,60.5,10596,60.5,-0.00165014,-0.001651503,60.69415465,60.95245111,61.0385734,0.352942213,0.024666704,0.614285605,0.624999728,0.638094766,61.17932929,59.99209775,62.45582677,59.7798861,62.90449102,59.99074613,29.4118175,12.5,12.19512649,12.05,317,119.5,28.43,57.35,17680,35.01,15.98,28.72,0.15,0.72,7.78,0.1,8823.68,433.09,1331.1,9504.97,2093.79,2796.86,3371684555,3594761510,-223076955,2820053020,1998431233,821621787,18730002260,21397354391,-2667352131,56.38231746,52.4755415,62.69492521,61.92661509,61.51677213,61.86818236
2011/5/31,62,60.79999924,60.79999924,62,10803,62,0.024793388,0.02449102,61.02061599,61.0921243,61.12597582,0.207637538,0.035425788,0.700000218,0.671428408,0.659523374,61.91110653,59.5174638,62.44176312,59.786807,62.90449102,59.99074613,100,87.5,85.36588543,12.42,320,119.5,28.43,58.59,18040,33.79,15.45,28.64,0.15,0.72,7.78,0.1,8988.84,439.6,1345.2,9693.73,2142.47,2835.3,6796493776,3891796422,2904697354,3719280690,2131685354,1587595336,48396197938,34344840029,14051357909,56.28853023,52.53646099,62.65183227,61.92133039,61.42705256,61.89023501
2011/6/1,62.45000076,61.84999847,62,62.34999847,26701,62.34999847,0.005645137,0.005629263,61.35296161,61.25984085,61.2372506,0.019008921,0.015274215,0.671429225,0.653571265,0.649999709,62.65730585,59.34269306,62.47602891,59.76682671,62.93575169,59.97853279,100,100,100,12.34,330,120.5,28.43,57.15,18220,33.77,18.3,28.58,0.15,0.72,7.78,0.1,9062.35,426.28,1314.55,9719.61,2141.34,2769.19,5659033913,4312264021,1346769892,4246471730,2386509104,1859962626,35050391474,19552037538,15498353936,56.19516041,52.59753756,62.60671041,61.90951395,61.32020989,61.87461083
2011/6/2,62.15000153,61.79999924,62,61.90000153,18597,61.90000153,-0.007217273,-0.007243443,61.48972159,61.34519561,61.29750069,-0.106757072,-0.0123918,0.664286477,0.653571538,0.633333115,62.90560141,59.50868343,62.43572672,59.78570065,62.9457861,59.9780224,78.57155832,78.57155832,78.57155832,12.36,320.5,117.5,28.43,57.8,17660,33.52,18.09,28.68,0.15,0.72,7.78,0.1,8991.36,426.42,1312.94,9555.04,2114.2,2773.31,3901753460,4778679586,-876926126,2474870220,2686013297,-211143077,27514289335,27621707506,-107418171,56.10220924,52.65875666,62.55957884,61.89110552,61.19692889,61.81764972
2011/6/3,62.25,61.75,62,62.20000076,14862,62.20000076,0.004846514,0.004834808,61.66729138,61.45916963,61.37954615,-0.209453078,-0.049105591,0.650000436,0.639285769,0.607142675,63.08853975,59.88288816,62.62134807,59.72865095,62.93824571,59.98080097,91.89200892,92.85724666,92.85724666,12.27,319.5,118.5,28.43,57.04,17700,33.89,17.95,28.68,0.15,0.72,7.78,0.1,9046.28,418.52,1300.16,9492.21,2113.47,2732.78,3461272090,3483688920,-22416830,2710555360,2380149779,330405581,20755469656,18397118833,2358350823,56.00967791,52.7201038,62.51045733,61.86606249,61.0584133,61.71732893
2011/6/7,62.25,61.54999924,61.90000153,62.20000076,10952,62.20000076,0,0,61.80046873,61.55794712,61.45413293,-0.279181106,-0.088736285,0.657143729,0.653571538,0.621428535,63.2489831,60.10815976,62.78999218,59.69572123,62.97061867,59.97223753,91.89200892,92.85724666,92.85724666,11.86,313.5,119.5,28.43,56.51,17740,34.05,18.07,28.66,0.15,0.72,7.78,0.1,9057.1,417.64,1284.94,9442.95,2099.71,2701.56,4127943375,3606408520,521534855,1876266800,2047827700,-171560900,21191816904,22277434273,-1085617369,55.91756761,52.78156461,62.4593662,61.83435988,60.90637304,61.57339721
2011/6/8,62.25,61.84999847,62.04999924,62,13997,62,-0.003215446,-0.003220627,61.85035155,61.6168875,61.50375721,-0.301596965,-0.123117358,0.642858233,0.650000436,0.607143039,63.13270756,60.62443574,62.86116249,59.681694,62.92863379,59.98565106,81.08114796,83.33339388,83.33339388,11.87,316,122,28.43,56.3,17540,33.41,18.79,28.63,0.15,0.72,7.78,0.1,9007.53,408.94,1279.56,9449.46,2083.35,2675.38,3064523871,4749955707,-1685431836,1833260470,1883559485,-50299015,22114979383,21222779251,892200132,55.82587952,52.84312474,62.40632628,61.79599028,60.74299441,61.38743494
2011/6/9,62.09999847,61.79999924,61.79999924,62,8658,62,0,0,61.88776366,61.66796917,61.54887019,-0.29827453,-0.151887506,0.578572409,0.596429007,0.609523955,62.41133479,61.77437993,62.96890553,59.70966536,62.88552339,60.0001901,22.22203384,83.33339388,83.33339388,11.84,312.5,122,28.43,55.87,17300,34.23,17.77,28.72,0.15,0.72,7.78,0.1,9000.94,409.62,1289,9467.15,2071.42,2684.87,3098772624,3339128362,-240355738,1395485170,2019675788,-624190618,18965703919,19918966930,-953263011,55.7346148,52.90476996,62.35135894,61.75096369,60.57089373,61.16283721
2011/6/10,62.20000076,60.5,62.15000153,60.54999924,27165,60.54999924,-0.023387109,-0.023664928,61.55332255,61.51890651,61.45806374,-0.160553603,-0.144337013,0.650000981,0.675000599,0.664285932,63.10324552,60.66818327,62.98020193,59.61979763,62.83620562,59.90665072,0,14.28568834,14.28568834,11.64,306,120,28.43,54.6,17020,33.77,18.86,28.72,0.15,0.72,7.78,0.1,8837.82,402.8,1270.98,9514.44,2046.67,2643.73,3714597380,7048882232,-3334284852,1895154270,1872385765,22768505,20633043758,35020007651,-14386963893,55.64377461,52.9664861,62.29448604,61.69930738,60.39305539,60.9047195
2011/6/13,60.25,59.59999847,60.25,59.75,21819,59.75,-0.013212209,-0.013300267,61.10249192,61.28305231,61.30278522,0.060486463,-0.098386304,0.657143729,0.664286477,0.654762086,63.44708646,59.58148563,63.06730979,59.44697571,62.82001487,59.68474624,0,0,0,11.66,302,115,28.43,54.4,17060,33.47,19.61,28.79,0.15,0.72,7.78,0.1,8712.95,399.08,1271.83,9448.21,2048.74,2639.69,3774620110,6312310578,-2537690468,1616933010,2110672967,-493739957,18693198302,34583555520,-15890357218,55.55336008,53.0282591,62.23572997,61.6410656,60.21275611,60.61974924
2011/6/14,60.75,59.79999924,60,60.75,11495,60.75,0.016736402,0.016597891,61.01436894,61.21197867,61.25253202,0.176920278,-0.053513053,0.742857797,0.703572137,0.683333624,63.32484252,59.3751577,63.05435515,59.50278738,62.72820801,59.65274365,40.81631382,38.46156103,38.46156103,11.87,304,118.5,28.43,55.58,17260,34.22,18.26,28.79,0.15,0.72,7.78,0.1,8829.21,406.75,1287.87,9547.79,2076.83,2678.72,4798539505,3482811025,1315728480,2301608850,2043872139,257736711,25900049510,29527986597,-3627937087,55.46337234,53.09007494,62.17511358,61.57629935,60.03347726,60.31590953
2011/6/15,60.70000076,59.79999924,60.70000076,60.5,11114,60.5,-0.004115226,-0.004123717,60.8857767,61.11704818,61.18412002,0.253555089,-0.006598871,0.800000872,0.725000654,0.69285747,63.01102405,59.20326167,63.0322348,59.56062202,62.71810005,59.5866612,30.61223537,28.84617078,28.84617078,11.67,304,117.5,28.43,54.1,17300,33.56,21.32,28.79,0.15,0.72,7.79,0.1,8831.45,398.44,1265.42,9574.32,2086.53,2631.46,4400795209,5653307730,-1252512521,2445415780,2882814036,-437398256,46332014853,44329494692,2002520161,55.37381251,53.15191972,62.11266023,61.505086,59.85880782,60.00220414
2011/6/16,59.90000153,59.29999924,59.90000153,59.40000153,22992,59.40000153,-0.018181793,-0.018349113,60.51433291,60.88810862,61.02192743,0.388171268,0.061960248,0.785715376,0.721429552,0.697619484,62.71332327,58.70096266,63.19587682,59.18983757,62.80530319,59.32326773,0,0,0,11.61,297.5,114,28.43,52.99,16960,33.37,22.73,28.87,0.15,0.72,7.8,0.1,8654.43,393.87,1267.64,9411.28,2046.63,2623.7,3714680649,6030935741,-2316255092,2062513360,2635173104,-572659744,22937742016,36476848799,-13539106783,55.28468167,53.21377962,62.04839373,61.42751893,59.69234067,59.68831543
2011/6/17,59.70000076,59,59.59999847,59.20000076,20671,59.20000076,-0.003367016,-0.003372697,60.18574987,60.66302758,60.85629773,0.521441415,0.143105263,0.828572409,0.735715321,0.709524427,62.22497832,58.38930783,63.34737628,58.83833845,62.85105206,59.04894765,0,0,0,11.44,301.5,111.5,28.43,52.69,16380,32.5,21.85,28.87,0.15,0.72,7.8,0.1,8636.1,388.21,1271.5,9351.4,2031.93,2616.48,3424558643,4715974548,-1291415905,3798635840,3212256611,586379229,36082709655,39375566369,-3292856714,55.19598093,53.27564089,61.98233837,61.34370705,59.53756531,59.38422881
2011/6/20,59.5,58.54999924,59.40000153,58.59999847,21489,58.59999847,-0.010135174,-0.010186884,59.78931202,60.38795703,60.65117962,0.665663142,0.23894024,0.92142977,0.75000109,0.704762595,61.43683071,58.20602643,63.56625649,58.34802944,62.99188223,58.67478407,0,0,0,11.26,295,107.5,28.43,53.48,16000,32.75,19.99,28.94,0.15,0.72,7.79,0.1,8530.68,388.73,1278.36,9354.32,2019.65,2629.66,3753194284,5214124604,-1460930320,2031090680,2362477198,-331386518,19176302811,20085164002,-908861191,55.10771134,53.33748989,61.91451888,61.25377433,59.39776014,59.09983883
2011/6/21,59.20000076,58.65000153,59,59.04999924,15208,59.04999924,0.007679194,0.007649859,59.60448383,60.20956266,60.50561776,0.731892998,0.327232733,0.757143838,0.703572409,0.702381679,61.16858354,58.04570217,63.46685435,58.0260029,63.02506868,58.4463596,20.93025319,12.00002035,12.00002035,11.62,312,112,28.43,54.43,16280,34.07,18.86,28.85,0.15,0.72,7.79,0.1,8597.62,398.61,1295.52,9459.66,2048.17,2687.26,5379502320,4637944670,741557650,2776181590,2087282225,688899365,29979153848,24751011165,5228142683,55.01987398,53.39931307,61.84496044,61.15785932,59.2758876,58.84455285
2011/6/22,59.5,58.79999924,59.5,59.20000076,11720,59.20000076,0.002540246,0.002537025,59.50336306,60.0749544,60.38692531,0.732204611,0.401410002,0.764286586,0.710715158,0.697619847,61.11166721,57.94547586,63.19112087,57.85173671,63.06222865,58.29967604,27.90706339,16.66671965,16.00006104,11.52,321,117,28.43,53.99,16520,36,18.52,28.78,0.15,0.72,7.79,0.1,8621.04,396.73,1287.14,9629.43,2063.9,2669.19,4830402371,3954946343,875456028,2568842680,1383973307,1184869373,28208163626,28679804851,-471641225,54.93246988,53.46109697,61.77368866,61.05611449,59.17449547,58.62690821
2011/6/23,59.09999847,58.59999847,58.95000076,58.65000153,15118,58.65000153,-0.009290528,-0.009333954,59.29002268,59.88496069,60.22902315,0.742430859,0.473088731,0.700000763,0.72142928,0.702381679,60.49592768,57.96121583,63.00736751,57.57120435,63.13569165,58.05478454,2.631737453,1.388972777,1.333414714,11.83,318,114.5,28.43,54.96,16620,35.82,19.29,28.82,0.15,0.72,7.79,0.1,8567.28,402.56,1283.5,9596.74,2055.86,2686.75,3867201129,3448688169,418512960,2221689040,2374368593,-152679553,27995332121,28660602051,-665269930,54.84550008,53.52282821,61.70072957,60.94870569,59.09562724,58.45421854
2011/6/24,58.70000076,58,58.70000076,58.20000076,27198,58.20000076,-0.007672647,-0.007702233,59.0175172,59.66029936,60.04456657,0.775657718,0.546950149,0.671429225,0.735715049,0.707143511,59.75440132,58.04559956,62.69728618,57.30985711,63.24306531,57.75217286,0,0,0,11.66,311,115.5,28.43,54.19,17040,35.52,21.1,28.82,0.15,0.72,7.79,0.1,8532.83,392.5,1268.45,9678.71,2090.81,2652.89,3984100840,3780312881,203787959,2164942910,2430775003,-265832093,25941991297,25336601011,605390286,54.75896561,53.58449353,61.6261096,60.83581148,59.04074468,58.33226369
2011/6/27,57.84999847,57.20000076,57.5,57.79999924,26860,57.79999924,-0.006872878,-0.006896605,58.71313771,59.41225935,59.84051499,0.826323929,0.624340433,0.678571429,0.732143402,0.707143511,59.73265046,57.6102069,62.3046776,57.07389405,63.332226,57.37253605,0,0,0,11.86,311,114,28.43,54.75,16700,35.45,20.56,28.89,0.15,0.72,7.79,0.1,8500.16,395.27,1280.1,9578.31,2070.29,2688.28,3224073499,2614981128,609092371,2279048360,1975702367,303345993,23414222077,24171814607,-757592530,54.67286746,53.64607974,61.5498556,60.71762244,59.01066492,58.26503575
2011/6/28,58.15000153,57.5,58.04999924,57.65000153,11835,57.65000153,-0.002595116,-0.002598489,58.44735366,59.17729164,59.6413774,0.867169205,0.700298208,0.67142868,0.750000545,0.714286441,59.6360296,57.26397083,61.84050117,56.91664212,63.41267105,57.01113891,0,0,0,11.97,309,112,28.43,55.45,16640,36.95,19.17,28.9,0.15,0.72,7.78,0.1,8478.86,400.52,1296.67,9648.98,2062.91,2729.31,2947534844,3047948140,-100413296,2777159320,1835058105,942101215,22709133529,24555391244,-1846257715,54.58720664,53.70757379,61.47199481,60.59434045,59.00551447,58.25455176
2011/6/29,58.75,57.90000153,58,58.65000153,16181,58.65000153,0.017346053,0.017197328,58.49801563,59.10698629,59.55125232,0.795036647,0.747356673,0.657142639,0.789286205,0.719048273,59.64798143,57.2663056,61.1048266,57.17374548,63.39239008,56.85522955,64.51616079,32.25808039,21.27660956,11.93,317,116,28.43,55.43,16660,37.71,17.27,28.84,0.15,0.73,7.78,0.1,8573.38,400.17,1307.41,9797.26,2094.42,2740.49,5061792266,4973576047,88216219,3190883540,1706430666,1484452874,30299959747,27003590061,3296369686,54.50198412,53.76896268,61.39255482,60.46617797,59.02470169,58.30074087
2011/6/30,59,58.54999924,58.79999924,58.84999847,8320,58.84999847,0.003410008,0.003404207,58.58601134,59.07272125,59.48750197,0.669396457,0.767907867,0.642857143,0.70000049,0.683333987,59.56120466,57.29593929,60.81040896,57.22530587,63.16905903,56.77856045,77.41919606,38.70959803,25.53186654,11.99,312,113.5,28.43,56.79,16520,38,16.52,28.8,0.15,0.73,7.78,0.1,8652.59,410.35,1320.64,9816.09,2100.69,2773.52,4615532945,4131692811,483840134,3114893750,2032989559,1081904191,31921827269,26012170018,5909657251,54.41720086,53.83023355,61.31156363,60.33335725,59.06690897,58.40141055
2011/7/1,59.79999924,59.20000076,59.20000076,59.70000076,13929,59.70000076,0.01444354,0.014340225,58.8645087,59.15635852,59.50682005,0.468430888,0.751161665,0.628571102,0.696428844,0.683333806,59.8928393,57.10716179,60.80074292,57.22782916,62.85236177,56.84287698,100,66.1290402,45.05493584,12.26,313.5,115,28.43,57.88,17100,38.66,15.87,28.8,0.15,0.73,7.78,0.1,8739.82,419.11,1339.67,9868.07,2125.74,2816.03,5044095415,3662938783,1381156632,3040574930,2067759211,972815719,20876166460,18817292052,2058874408,54.33285784,53.89137363,61.22904955,60.19610955,59.13010531,58.55229374
2011/7/4,60.20000076,59.90000153,59.90000153,60.04999924,18893,60.04999924,0.005862621,0.005845503,59.16088133,59.27551061,59.55619997,0.246868448,0.703715928,0.599999564,0.650000163,0.680952708,60.52756622,56.87243421,60.57168622,57.35688576,62.61637869,56.90266936,100,84.21049109,52.74721129,12.26,314,115,28.43,57.88,17560,38.66,15.87,28.66,0.16,0.73,7.78,0.1,8774.72,419.11,1339.67,9965.09,2145.3,2816.03,5250228636,3914545267,1335683369,3185267800,2783540720,401727080,19770198546,20349651781,-579453235,54.24895597,53.95237025,61.14504129,60.05467431,59.21157924,58.74717514
2011/7/5,60.09999847,59.75,60,59.95000076,12603,59.95000076,-0.001665254,-0.001666642,59.35816119,59.36544263,59.59200004,0.068218442,0.641065652,0.549999237,0.610714231,0.673809778,60.93074051,56.96925992,60.39141924,57.45858141,62.28477081,57.01999153,95.83339294,95.83339294,50.54944226,12.48,309,120.5,28.43,58.14,17980,38.96,16.06,28.75,0.15,0.73,7.78,0.1,8784.44,414.94,1337.88,9972.46,2161.75,2825.77,4707942974,5099340074,-391397100,3154565610,2840547231,314018379,21242445162,21508352950,-265907788,54.1654962,54.01321084,61.05956785,59.90929832,59.30799164,58.97809198
2011/7/6,60.70000076,60,60,60.59999847,13449,60.59999847,0.01084233,0.010783974,59.66862051,59.53005008,59.68363626,-0.115390372,0.557592332,0.55714253,0.617856979,0.673809778,61.37731208,57.32268813,60.71734269,57.3040861,61.98172936,57.17065181,100,100,67.81604559,12.56,309,121,28.43,58.7,17960,39.08,16.34,28.83,0.15,0.73,7.78,0.1,8824.44,411.79,1339.22,10082.48,2171.19,2834.02,6614082934,4778311944,1835770990,3287520050,2417400230,870119820,21211718538,23776286381,-2564567843,54.08247943,54.07388296,60.97265859,59.76023489,59.41544722,59.23560166
2011/7/7,60.70000076,60.15000153,60.70000076,60.34999847,11096,60.34999847,-0.004125413,-0.004133946,59.838965,59.63937653,59.74421465,-0.239059676,0.470613307,0.542856489,0.607142585,0.680952526,61.20394784,58.26748008,60.94336837,57.24234581,61.66682943,57.32840874,87.17946712,91.52541496,62.06891713,12.76,304.5,121,28.43,59.26,17600,38.66,15.95,28.81,0.15,0.73,7.78,0.1,8773.42,420.4,1353.22,10071.14,2180.59,2872.66,5728056518,4498687883,1229368635,2280673600,2455029998,-174356398,23015048981,22018477844,996571137,53.99990657,54.13437426,60.88434316,59.60774297,59.52958302,59.50910585
2011/7/8,60.70000076,59.90000153,60.5,60.04999924,14923,60.04999924,-0.00497099,-0.004983386,59.89172356,59.69412622,59.77201325,-0.2882531,0.391903491,0.535713741,0.59642819,0.70476205,61.05332142,58.81810584,61.08992406,57.30293308,61.26967528,57.53984853,68.57147217,81.35593878,77.41931911,12.85,288.5,118,28.43,59.36,17700,37.96,15.95,28.81,0.15,0.73,7.78,0.1,8749.55,413.8,1343.8,10137.73,2180.35,2859.81,4720491360,7750155513,-3029664153,3800628700,3575318620,225310080,31200856337,32923714390,-1722858053,53.91777851,54.1946725,60.79465152,59.45208629,59.64567177,59.78721878
2011/7/11,59.95000076,59.40000153,59.84999847,59.65000153,11957,59.65000153,-0.006661078,-0.006683362,59.83129305,59.68824293,59.76092127,-0.264585765,0.330266788,0.549999237,0.59642819,0.650000073,60.72576873,59.37423084,61.14562181,57.33294995,61.15631353,57.56749621,0,67.7966803,64.51616079,12.64,275,115.5,28.43,58.24,17300,37.39,18.39,28.82,0.15,0.74,7.79,0.1,8665.85,406.73,1319.49,10069.53,2157.16,2802.62,4508833508,4911008981,-402175473,2694189120,2535341416,158847704,21588773915,27892837359,-6304063444,53.83609611,54.25476556,60.70361392,59.29353251,59.7587374,60.05816547
2011/7/12,59.09999847,58.45000076,59.09999847,58.70000076,48029,58.70000076,-0.015926249,-0.016054434,59.54846998,59.55647731,59.66447395,-0.138401205,0.301698413,0.557141985,0.592856543,0.649999891,61.12974543,58.68453984,61.13168802,57.27545516,61.11936232,57.50444749,0,35.5932313,33.8709598,12.63,262,107.5,28.43,56.52,17000,35.41,19.87,28.91,0.15,0.73,7.79,0.1,8491.01,394.96,1313.64,9925.92,2109.73,2781.91,4360296069,8097870026,-3737573957,2242724320,2943524369,-700800049,21974770827,28546115635,-6571344808,53.75486023,54.31464142,60.6112609,59.1323523,59.86367958,60.31019468
2011/7/13,59,58.45000076,58.65000153,58.70000076,39109,58.70000076,0,0,59.33635268,59.44228044,59.57679457,-0.003585103,0.293530878,0.592856271,0.596427917,0.630952199,61.22393542,58.20463601,61.13102305,57.28326289,60.91373886,57.51483294,0,35.5932313,35.5932313,12.79,247,100,28.43,56.09,16860,35.38,19.91,28.79,0.15,0.74,7.79,0.1,8488.06,393.87,1317.72,9963.14,2129.64,2796.92,5829222485,6696412927,-867190442,3146164710,2226890554,919274156,25584089481,34835244159,-9251154678,53.67407173,54.37428819,60.51762326,58.96881851,59.95540415,60.53199099
2011/7/14,59.04999924,58.45000076,59,58.90000153,39793,58.90000153,0.003407168,0.003401377,59.22726489,59.36997658,59.51526793,0.089249627,0.292793833,0.628570557,0.589284897,0.61666634,61.17022495,57.95834669,61.10307599,57.41121005,60.7358759,57.54031508,10.52636862,42.37292519,42.37292519,12.78,258,100,28.43,54.92,16620,35.18,20.8,28.81,0.16,0.74,7.79,0.1,8481.35,387.76,1308.87,9936.12,2130.07,2762.67,6015375968,6177695961,-162319993,3688762640,3714016625,-25253985,25880095088,29668405838,-3788310750,53.59373144,54.43369407,60.42273207,58.80320528,60.02895566,60.71307043
2011/7/15,59.25,58.70000076,59,59.20000076,18383,59.20000076,0.005093366,0.005080438,59.22044886,59.34731314,59.48660728,0.122765306,0.289242445,0.607141767,0.582142149,0.614285242,60.69308625,58.03548605,61.00398343,57.71030283,60.7221741,57.53496919,30.30307234,52.54240137,52.54240137,13.03,263,101,28.43,54.96,16640,35.51,19.53,28.81,0.16,0.74,7.79,0.1,8574.91,390.07,1316.14,9974.47,2145.2,2789.8,6059880007,4422448263,1637431744,2961702760,1835891312,1125811448,25167594970,32099399225,-6931804255,53.51384018,54.4928474,60.32661864,58.63578716,60.07964861,60.84414477
2011/7/18,59.20000076,58.40000153,59.15000153,59,20660,59,-0.003378391,-0.003384111,59.16533664,59.30100472,59.44237025,0.144870469,0.287614601,0.642856053,0.592856271,0.619047074,60.18772433,58.15513412,60.80062651,58.10651667,60.71324777,57.52484783,22.22219083,17.94866779,45.76270748,13.35,251,95.6,28.43,55.28,16260,35,20.95,28.88,0.15,0.74,7.8,0.1,8538.57,384.63,1305.44,9974.47,2130.48,2765.11,5386242743,4707040262,679202481,3622184600,1300564509,2321620091,19595965717,28355673448,-8759707731,53.43439875,54.55173662,60.2293145,58.46683831,60.10319349,60.91744123
2011/7/19,59.04999924,58.65000153,58.84999847,58.90000153,8263,58.90000153,-0.001694889,-0.001696327,59.09900286,59.24753763,59.39306401,0.164119673,0.288474139,0.585712978,0.560713359,0.592856453,59.67154508,58.34274259,60.77863489,58.16422258,60.71331157,57.55335575,21.05269498,10.52636862,42.37292519,13.46,259.5,96.3,28.43,56.98,16440,36.2,19.21,28.88,0.15,0.74,7.79,0.1,8524.57,397.41,1326.73,9889.72,2130.21,2826.52,4400295224,3615199732,785095492,3406140670,2339865349,1066275321,21365538957,27176950019,-5811411062,53.35540794,54.6103503,60.13085144,58.29663159,60.09581433,60.92696583
2011/7/20,60.5,59.5,59.5,60.45000076,18715,60.45000076,0.026315776,0.025975473,59.43675234,59.40786605,59.48914917,0.045880378,0.256997165,0.649998801,0.599999019,0.61428506,60.34325464,57.89960424,60.93787878,58.23355045,60.88017807,57.51982273,100,92.10537411,94.91532656,13.82,272,103,28.43,57.3,17020,36.07,19.09,28.81,0.16,0.74,7.79,0.1,8706.17,395.11,1325.84,10005.9,2154.95,2814.23,7005859376,4853719641,2152139735,3751434330,2241803691,1509630639,31409057154,26137385723,5271671431,53.27686855,54.66867712,60.03126143,58.12543778,60.0543542,60.86870121
2011/7/21,60.59999847,60.34999847,60.45000076,60.59999847,10844,60.59999847,0.002481352,0.002478278,59.72756387,59.56681704,59.59013547,-0.104146538,0.204407089,0.592856271,0.574999128,0.592856453,60.97022605,57.81548933,61.10707673,58.1929236,61.05449506,57.47883885,100,100,100,13.83,271,106.5,28.43,56.94,16840,36.76,17.56,28.8,0.16,0.74,7.79,0.1,8717.14,398.88,1343.8,10010.39,2145.04,2834.43,7243954385,4317339270,2926615115,3142600010,2093688038,1048911972,25663237108,29003388131,-3340151023,53.19878133,54.72670589,59.93057667,57.95352477,59.97636578,60.74073218
2011/7/22,61.15000153,60.79999924,60.84999847,61,22648,61,0.006600685,0.006578996,60.0456729,59.7579081,59.71830497,-0.264015219,0.133503752,0.564285278,0.578570775,0.585713704,61.56158812,57.8812699,61.3348841,58.10083062,61.29392216,57.46322113,100,100,100,14.05,277,108.5,28.43,57.46,17000,37.07,17.52,28.8,0.16,0.74,7.79,0.1,8765.32,408.56,1345.02,10132.11,2171.23,2858.83,6506203545,5457312588,1048890957,3261241350,2499930587,761310763,30799946074,25866159282,4933786792,53.12114703,54.78442552,59.82882953,57.78115676,59.86018435,60.54329525
2011/7/25,60.84999847,60.20000076,60.5,60.40000153,8411,60.40000153,-0.009836041,-0.009884734,60.13425506,59.84352056,59.78027738,-0.338153286,0.068506228,0.571428026,0.599999292,0.583332607,61.67612987,58.19529958,61.40436383,58.09563671,61.36836151,57.59830567,71.42862333,73.91310117,82.08958963,14.23,270.5,105,28.43,56.81,16940,36.09,19.35,28.79,0.16,0.74,7.79,0.1,8683.51,403.08,1337.43,10050.01,2150.48,2842.8,4590413548,4785324975,-194911427,2190659470,2830952391,-640292921,18340706715,19234550339,-893843624,53.0439664,54.84182507,59.72605257,57.6085935,59.70498095,60.27875121
2011/7/26,61.29999924,60.5,60.5,61.20000076,15852,61.20000076,0.01324502,0.013158072,60.40069149,60.02438458,59.90934315,-0.429676849,-0.006141047,0.607142312,0.60714204,0.590475537,62.05250936,58.39034865,61.568702,58.01701316,61.50693154,57.78354531,100,100,100,14.41,281,111,28.43,56.54,17000,36.66,20.23,28.82,0.16,0.74,7.79,0.1,8794.24,406.47,1331.94,10097.72,2168.7,2839.96,6991705840,4116832123,2874873717,2562688100,2832715198,-270027098,26624872387,23506035315,3118837072,52.96724016,54.89889371,59.62227852,57.43608955,59.51079418,59.9514828
2011/7/27,61.45000076,61.04999924,61.20000076,61.34999847,8711,61.34999847,0.002450943,0.002447944,60.63801823,60.2011331,60.04031181,-0.511114178,-0.08501643,0.549999782,0.596427917,0.578570775,62.19464841,58.91963774,61.80907242,57.91949989,61.58794165,58.05491585,100,100,100,14.02,277,118.5,28.43,54.59,16900,33.63,22.98,28.77,0.16,0.74,7.79,0.1,8817.49,391.13,1304.89,10047.19,2174.31,2764.79,6777864205,4370171758,2407692447,3805105110,3563124781,241980329,26122272609,30926410386,-4804137777,52.89096902,54.95562072,59.51754026,57.26389357,59.27853954,59.56772257
2011/7/28,61,60.5,60.79999924,60.84999847,12977,60.84999847,-0.008149959,-0.008183352,60.69101329,60.28764848,60.11391969,-0.520118571,-0.15062672,0.564285823,0.574999401,0.561904181,61.57443782,60.09699032,61.93549904,57.90735887,61.66159119,58.19078984,47.36825198,81.13205918,81.13205918,13.99,266,119.5,28.43,54.99,16740,34.64,23.74,28.79,0.16,0.74,7.79,0.1,8767.2,390.53,1300.67,9901.35,2155.85,2766.25,5392264120,7017990427,-1625726307,3889363910,4301874257,-412510347,27955124276,35361320681,-7406196405,52.81515369,55.01199554,59.41187082,57.09224767,59.00999594,59.13531817
