Date,AAPL,MTK,GUC,Xintec,Qualcomm,SamSung,Broadcom,VIX,USD,CNY,CCY,HKD,JPY,TWIndex,PLIX,S&P500,Japan225,KoreanIndex,NASDQ,dealer_buy,dealer_sell,dealer_dif,investment_buy,investment_sell,investment_dif,foreign_buy,foreign_sell,foreign_dif
2017/7/3,35.88,267.5,127.5,49.05,54.95,47220,229.76,11.22,30.42,0.15,0.68,7.81,0.07,10412.79,1020.51,2429.01,20055.8,2394.48,6110.06,5936411572,5500003481,436408091,887407570,1384391420,-496983850,22393018683,22717877326,-324858643
2017/7/4,35.88,263.5,122,48.55,54.95,47000,229.76,11.22,30.51,0.15,0.68,7.81,0.07,10347.78,1020.51,2429.01,20032.35,2380.52,6110.06,5990290414,6134980662,-144690248,1013577270,1558730193,-545152923,18985744542,23381524997,-4395780455
2017/7/5,36.02,265,124,48.15,55.45,47580,231.61,11.07,30.49,0.15,0.68,7.81,0.07,10404.79,1041.78,2432.54,20081.63,2388.35,6150.86,8091465771,5287480168,2803985603,687720550,1103442915,-415722365,18866724061,21092378440,-2225654379
2017/7/6,35.68,253,126.5,48.75,54.79,48060,235.04,12.54,30.58,0.15,0.67,7.81,0.07,10368.2,1037.05,2409.75,19994.06,2387.81,6089.46,5817241677,5952409240,-135167563,1131822350,1250615964,-118793614,21962768374,21962361308,407066
2017/7/7,36.04,250,125,49.8,55.35,47860,239.62,11.19,30.58,0.15,0.67,7.81,0.07,10297.25,1054.9,2425.18,19929.09,2379.87,6153.08,4414603556,5562699299,-1148095743,517300050,1342935799,-825635749,16927189658,23173066483,-6245876825
2017/7/10,36.26,247,124,50,55.64,48660,241.77,11.11,30.58,0.15,0.67,7.81,0.07,10289.91,1067.1,2427.43,20080.98,2382.1,6176.39,5247089271,4692968316,554120955,656195930,840067130,-183871200,17762225519,19904445387,-2142219868
2017/7/11,36.38,254,130,49.4,55.33,49000,240.89,10.89,30.57,0.15,0.68,7.81,0.07,10415.57,1075.42,2425.53,20195.48,2396,6193.3,8411598798,6669689256,1741909542,919261950,1094086955,-174825005,33472051446,22276573750,11195477696
2017/7/12,36.44,254.5,141,50,56.2,49880,246.42,10.3,30.47,0.15,0.69,7.81,0.07,10420.68,1092.86,2443.25,20098.38,2391.77,6261.17,8449540598,6634444104,1815096494,1605774640,701384765,904389875,29044099200,25960404334,3083694866
2017/7/13,36.94,252,144,50.7,56.23,50560,247.31,9.9,30.36,0.15,0.69,7.81,0.07,10460.15,1090.13,2447.83,20099.81,2409.49,6274.44,7433868926,9562115743,-2128246817,1202892710,1418175712,-215283002,31946487138,31003749867,942737271
2017/7/14,37.26,254.5,153,51,56.81,50480,250.29,9.51,30.36,0.15,0.69,7.81,0.07,10443.91,1104.32,2459.27,20118.86,2414.63,6312.47,6454445669,6512614105,-58168436,1055379400,1235108974,-179729574,21867722048,23970256217,-2102534169
2017/7/17,37.39,254.5,152.5,50.6,56.46,50640,249.02,9.82,30.4,0.15,0.69,7.8,0.07,10457.54,1099.55,2459.14,20118.86,2425.1,6314.43,7807818167,6586418916,1221399251,829576951,1214300802,-384723851,21828692969,20751916402,1076776567
2017/7/18,37.52,251,163,50.4,56.29,50840,250.88,9.89,30.35,0.15,0.69,7.8,0.07,10481.26,1103.35,2460.61,19999.91,2426.04,6344.31,6450357305,7392680909,-942323604,853107220,1622808000,-769700780,22415533459,21345187002,1070346457
2017/7/19,37.76,261,169,51.3,56.78,50740,254.4,9.79,30.38,0.15,0.69,7.81,0.07,10506.1,1113.18,2473.83,20020.86,2429.94,6385.04,8034920350,9160994878,-1126074528,1448708068,1427797893,20910175,29094740113,24895739509,4199000604
2017/7/20,37.58,259,171,56.4,53.97,51200,253.43,9.58,30.42,0.15,0.7,7.81,0.07,10499.36,1116.62,2473.45,20144.59,2441.84,6390,6198641573,6563780541,-365138968,916606455,1928485325,-1011878870,22873843808,24086910906,-1213067098
2017/7/21,37.57,255.5,166,54.2,53.84,51080,253.11,9.36,30.42,0.15,0.7,7.81,0.07,10436.7,1107.54,2472.54,20099.75,2450.06,6387.75,5739993965,4768450467,971543498,719291170,1581481793,-862190623,16924721938,21718708907,-4793986969
2017/7/24,38.02,253.5,163.5,53,53.22,50860,253.03,9.43,30.34,0.15,0.7,7.81,0.07,10461.28,1103.01,2469.91,19975.67,2451.53,6410.81,5510287526,4817252472,693035054,540273450,1288475376,-748201926,23049258997,21822900554,1226358443
2017/7/25,38.19,256,179.5,54.4,53.27,50000,254.3,9.43,30.34,0.15,0.7,7.81,0.07,10463.15,1102.59,2477.13,19955.2,2439.9,6412.17,6554272335,5778181024,776091311,906496940,1281900160,-375403220,21869539300,21411271966,458267334
2017/7/26,38.37,259,181,55,53.14,49840,257.01,9.6,30.25,0.15,0.7,7.81,0.07,10419.11,1115.35,2477.83,20050.16,2434.51,6422.75,7122483778,8558525408,-1436041630,1422285860,1743782403,-321496543,24631509495,27100351713,-2468842218
2017/7/27,37.64,263,182.5,56.9,52.49,49800,250.95,10.11,30.23,0.15,0.7,7.81,0.07,10508.37,1097.27,2475.42,20079.64,2443.24,6382.19,7238071693,6531294905,706776788,837434700,1615128496,-777693796,29435284987,24459017876,4976267111
2017/7/28,37.38,266.5,172.5,54.8,52.88,47760,250.37,10.29,30.23,0.15,0.7,7.81,0.07,10423.05,1092.99,2472.1,19959.84,2400.99,6374.68,5441613042,7033854521,-1592241479,882689590,1493426224,-610736634,20027464912,26365304181,-6337839269
2017/7/31,37.18,266,172.5,55,53.19,48200,246.66,10.26,30.2,0.15,0.7,7.81,0.07,10427.33,1085.15,2470.3,19925.18,2402.71,6348.12,5389326492,5061036220,328290272,672473680,1140121574,-467647894,29802841961,31015150472,-1212308511
2017/8/1,37.51,292.5,174,56.2,53.41,48600,248.39,10.09,30.24,0.15,0.7,7.81,0.07,10437.29,1091.13,2476.35,19985.79,2422.96,6362.94,7882839411,5588641248,2294198163,1136306700,1753821930,-617515230,29541452738,29253468930,287983808
2017/8/2,39.28,300,182.5,57.1,53.17,49000,253.36,10.28,30.23,0.15,0.7,7.82,0.07,10519.27,1083.96,2477.57,20080.04,2427.63,6362.65,7669949845,7461712794,208237051,1660833250,1710916034,-50082784,32777901668,24079508408,8698393260
2017/8/3,38.89,291,172.5,56.6,52.95,47780,250.29,10.44,30.2,0.15,0.69,7.82,0.07,10469.88,1078.8,2472.16,20029.26,2386.85,6340.34,5986009804,7060743509,-1074733705,776736830,1914878290,-1138141460,23534347293,29155167476,-5620820183
2017/8/4,39.1,290,175,57.1,52.62,47700,249.17,10.03,30.2,0.15,0.69,7.82,0.07,10506.56,1079.45,2476.83,19952.33,2395.45,6351.56,6278374853,6332198240,-53823387,1437298550,1179767132,257531418,24417540915,26362788100,-1945247185
2017/8/7,39.7,289,179,60.1,52.7,47580,252.44,9.93,30.21,0.15,0.69,7.82,0.07,10579.38,1098.25,2480.91,20055.89,2398.75,6383.77,8154881227,6961056520,1193824707,1878418380,1138709285,739709095,23068350247,23591396564,-523046317
2017/8/8,40.02,287,175.5,56.8,52.29,47720,251.36,10.96,30.18,0.15,0.69,7.82,0.07,10568.97,1093.77,2474.92,19996.01,2394.73,6370.46,7207637256,8850916475,-1643279219,1450931400,1382965796,67965604,26672590537,27355949817,-683359280
2017/8/9,40.26,284,180,56.4,52.77,46280,249.17,11.11,30.2,0.15,0.69,7.81,0.07,10470.38,1090.49,2474.02,19738.71,2368.39,6352.33,5889790186,8440475379,-2550685193,1019229650,1376580638,-357350988,22512594931,29463809332,-6951214401
2017/8/10,38.83,280,169,52.5,52.34,45900,240.71,16.04,30.29,0.15,0.68,7.82,0.07,10329.74,1060.02,2438.21,19729.74,2359.47,6216.87,6926568331,9811487672,-2884919341,1030587620,1447094450,-416506830,28847652654,27576354882,1271297772
2017/8/11,39.37,286,173.5,52.1,52.72,44620,244.17,15.51,30.29,0.15,0.68,7.82,0.07,10329.57,1066.22,2441.32,19729.74,2319.71,6256.56,7747524402,6985584362,761940040,629070930,1218452970,-589382040,31945104145,41030026845,-9084922700
2017/8/14,39.96,280,167.5,50.3,53.55,45000,250.91,12.33,30.28,0.15,0.69,7.82,0.07,10225.28,1093.74,2465.84,19537.1,2334.22,6340.23,5020143865,7959803518,-2939659653,654376740,1193299500,-538922760,23019736854,24943848854,-1924112000
2017/8/15,40.4,271.5,174,52.8,53.87,45000,253.69,12.04,30.28,0.15,0.69,7.82,0.07,10311.16,1096.43,2464.61,19753.31,2334.22,6333.01,5957554235,6600182027,-642627792,1693927720,1392780696,301147024,23172938230,21177038602,1995899628
2017/8/16,40.24,273,170.5,52.8,53.31,46200,253.42,11.74,30.34,0.15,0.69,7.82,0.07,10290.39,1098.07,2468.11,19729.28,2348.26,6345.11,6266627024,7442862543,-1176235519,1442989010,564780331,878208679,26924787041,31491569862,-4566782821
2017/8/17,39.47,272,169,52.9,52.27,47040,246.95,15.55,30.29,0.15,0.69,7.82,0.07,10369.37,1069.7,2430.01,19702.63,2361.67,6221.91,6969168688,6293594892,675573796,1154839270,897335500,257503770,22813593420,19667447174,3146146246
2017/8/18,39.38,267.5,171,53.1,51.92,46900,249.37,14.26,30.29,0.15,0.69,7.82,0.07,10321.33,1071.89,2425.55,19470.41,2358.37,6216.53,5616148111,5800411153,-184263042,703309860,869642577,-166332717,18946611191,23751447432,-4804836241
2017/8/21,39.3,272,169.5,58.4,51.98,46840,249.62,13.19,30.31,0.15,0.69,7.82,0.07,10326.39,1064.52,2428.37,19393.13,2355,6213.13,5359059504,4827872950,531186554,826181481,776455475,49726006,17007282554,19557376477,-2550093923
2017/8/22,39.94,270.5,177,57.4,52.35,47000,255.19,11.35,30.28,0.15,0.69,7.83,0.07,10392.07,1081.64,2452.51,19383.84,2365.33,6297.48,7504928363,5905379575,1599548788,1126686370,664841960,461844410,24827202694,20878364530,3948838164
2017/8/23,39.99,271,180.5,61.3,52.23,47480,256.92,12.25,30.27,0.15,0.69,7.82,0.07,10406.81,1086.41,2444.04,19434.64,2366.4,6278.41,6514682889,8742727057,-2228044168,1532667790,952764900,579902890,21938172634,21439979330,498193304
2017/8/24,39.82,273,184,63.3,52.49,47520,255.05,12.23,30.24,0.15,0.69,7.82,0.07,10488.96,1085.93,2438.97,19353.77,2375.84,6271.33,7164109687,5883542772,1280566915,1109601950,1123688888,-14086938,29208200143,21384009763,7824190380
2017/8/25,39.97,269,202,62.4,52.03,47020,245.59,11.28,30.24,0.15,0.69,7.82,0.07,10515.51,1080.5,2443.05,19452.61,2378.51,6265.64,7853355308,6479365498,1373989810,940457540,632583212,307874328,26787650331,20894346222,5893304109
2017/8/28,40.37,271.5,201.5,62.8,51.81,46100,243.25,11.32,30.14,0.15,0.7,7.82,0.07,10525.98,1082.62,2444.24,19449.9,2370.3,6283.02,7471950128,6649224695,822725433,688552370,752371736,-63819366,24155628279,25873743391,-1718115112
2017/8/29,40.73,267,214,61,51.81,46080,241.73,11.7,30.18,0.15,0.7,7.82,0.07,10496.57,1084.86,2446.3,19362.55,2364.74,6301.89,6131059591,7236638782,-1105579191,563717700,683799429,-120081729,22282805966,26502013237,-4219207271
2017/8/30,40.84,268.5,226,61,52.12,46200,246.02,11.22,30.14,0.15,0.7,7.82,0.07,10569.4,1103.69,2457.59,19506.54,2372.29,6368.31,6834623143,7848564593,-1013941450,740807300,819763960,-78956660,30624749130,27354852795,3269896335
2017/8/31,41,270.5,221.5,61.4,52.27,46320,252.07,10.59,30.18,0.15,0.7,7.82,0.07,10585.78,1114.31,2471.65,19646.24,2363.19,6428.66,6777097554,7698375827,-921278273,629094720,1763119852,-1134025132,40924850555,39565625315,1359225240
2017/9/1,41.01,272,211.5,62.2,52.05,46480,252.73,10.13,30.18,0.15,0.7,7.82,0.07,10594.82,1119.34,2476.55,19691.47,2357.69,6435.33,7025946630,6110187261,915759369,1107504830,1696874011,-589369181,25744936667,24859295944,885640723
2017/9/4,41.01,271,213,63.7,52.05,46040,252.73,10.13,30.07,0.15,0.69,7.82,0.07,10569.87,1119.34,2476.55,19508.25,2329.65,6435.33,6198921971,6093266880,105655091,914097630,1410267171,-496169541,18051021511,19790807124,-1739785613
2017/9/5,40.52,279.5,208.5,63.9,50.03,46760,249.05,12.23,30.05,0.15,0.69,7.82,0.07,10617.84,1103.63,2457.85,19385.81,2326.62,6375.57,6712091913,6257037082,455054831,790740184,1238164021,-447423837,32760991274,33075993591,-315002317
2017/9/6,40.48,271.5,215,62,50.45,47000,249.38,11.63,30.08,0.15,0.69,7.82,0.07,10547.86,1105.76,2465.54,19357.97,2319.82,6393.31,6443978746,8933331980,-2489353234,705429100,1521211707,-815782607,33025780198,37109670287,-4083890089
2017/9/7,40.31,272.5,200,61,50.38,48120,246.55,11.55,30.04,0.15,0.69,7.81,0.07,10538.51,1107.34,2465.1,19396.52,2346.19,6397.87,6413043252,7233455814,-820412562,899014380,2123911254,-1224896874,28792220112,31263301416,-2471081304
2017/9/8,39.66,274.5,207.5,63,49.64,49080,244.11,12.12,30.04,0.15,0.69,7.81,0.07,10609.95,1093.49,2461.43,19274.82,2343.72,6360.19,6449437257,5844507747,604929510,677180039,1515867310,-838687271,33393622826,29823264350,3570358476
2017/9/11,40.38,279,204.5,59.4,50.57,49800,247.74,10.73,30,0.15,0.69,7.81,0.07,10572.16,1115.46,2488.11,19545.77,2359.08,6432.26,5663698077,7441035174,-1777337097,839862903,1107539659,-267676756,24491335643,28089693524,-3598357881
2017/9/12,40.22,275.5,205,62.5,50.9,49600,247.14,10.58,30.01,0.15,0.69,7.81,0.07,10610.35,1120.2,2496.48,19776.62,2365.47,6454.28,6625593412,6287761231,337832181,1340427070,1459352794,-118925724,26658185306,29823849471,-3165664165
2017/9/13,39.91,275,203,56.6,51.01,49620,246.24,10.5,30.04,0.15,0.69,7.81,0.07,10532.88,1122.04,2498.37,19865.82,2360.18,6460.19,6131115166,7196447491,-1065332325,820678290,1242822895,-422144605,28151469476,37286935500,-9135466024
2017/9/14,39.57,287,200,57,51.48,50300,246.95,10.44,30.09,0.15,0.69,7.81,0.07,10553.57,1127.42,2495.62,19807.44,2377.66,6429.08,7094019360,6289240825,804778535,991369180,1200333712,-208964532,29605234754,32166898650,-2561663896
2017/9/15,39.97,292,180,54.2,52.19,50400,250.55,10.17,30.09,0.15,0.69,7.81,0.07,10580.41,1146.68,2500.23,19909.5,2386.07,6448.47,7485128431,7308898017,176230414,1644838499,1295714392,349124107,58352001605,59213045111,-861043506
2017/9/18,39.67,292.5,188,54,52.25,52480,249.82,10.15,30.09,0.15,0.69,7.82,0.07,10631.57,1160.9,2503.87,19909.5,2418.21,6454.64,8238745044,6466795881,1771949163,2054157980,1505193755,548964225,29205370084,26205415679,2999954405
2017/9/19,39.68,293,196.5,54.5,52.3,52120,249.76,10.18,30.11,0.15,0.69,7.8,0.07,10576.14,1164.98,2506.65,20299.38,2416.05,6461.32,6436827869,9020040748,-2583212879,1634825580,1478843905,155981675,29126150033,35147934876,-6021784843
2017/9/20,39.02,290,192,53.4,51.98,52220,242.91,9.78,30.12,0.15,0.69,7.8,0.07,10519.17,1148.6,2508.24,20310.46,2412.2,6456.04,5951516732,10100621289,-4149104557,1291097630,1877958526,-586860896,34083424054,37978847743,-3895423689
2017/9/21,38.35,293.5,202,54,52.03,52800,240.38,9.67,30.19,0.15,0.69,7.8,0.07,10578.44,1143.87,2500.6,20347.48,2406.5,6422.69,7921211278,5900608346,2020602932,801480600,1359027153,-557546553,28540527130,33792139108,-5251611978
2017/9/22,37.97,286,207,52.1,52.09,52800,239.24,9.59,30.19,0.15,0.69,7.8,0.07,10449.68,1149.59,2502.22,20296.45,2406.5,6426.92,5312016707,8572443167,-3260426460,1162086619,1654964301,-492877682,25793436659,34263384049,-8469947390
2017/9/25,37.64,285.5,192.5,48.9,51.62,53620,235.51,10.21,30.2,0.15,0.69,7.81,0.07,10335.89,1126.94,2496.66,20397.58,2380.4,6370.59,6654983805,7751404375,-1096420570,1216339630,2525166474,-1308826844,29930709934,34116048059,-4185338125
2017/9/26,38.28,282,183,45.6,51.13,53620,237.27,10.17,30.2,0.15,0.69,7.81,0.07,10257.02,1126.4,2496.84,20330.19,2374.32,6380.16,6957826810,7365546440,-407719630,2346182920,1031373406,1314809514,30865932096,39058886476,-8192954380
2017/9/27,38.56,287.5,190,46.85,51.55,51680,240.58,9.87,30.28,0.15,0.68,7.81,0.07,10326.68,1153,2507.04,20267.05,2372.57,6453.26,6684569579,5827541732,857027847,1411484940,818923054,592561886,28770898379,30832328210,-2061429831
2017/9/28,38.32,291,197,47.35,51.75,51260,242.94,9.55,30.37,0.15,0.68,7.81,0.07,10296.45,1161.69,2510.06,20363.11,2373.14,6453.45,5698706439,6128454942,-429748503,722683010,513352449,209330561,27309553622,35583389896,-8273836274
2017/9/29,38.53,284.5,192.5,47.4,51.84,51280,242.54,9.51,30.37,0.15,0.68,7.81,0.07,10329.94,1171.74,2519.36,20356.28,2394.47,6495.96,5559043028,5844636132,-285593104,658476550,1287125136,-628648586,32568888523,28093816133,4475072390
2017/10/2,38.45,288,226.5,50.4,51.88,51280,240.47,9.45,30.44,0.15,0.68,7.81,0.07,10465.16,1178.75,2529.12,20400.78,2394.47,6516.72,6470955799,4726147925,1744807874,1078723350,910330100,168393250,24556120425,23363039493,1193080932
2017/10/3,38.62,288,225.5,50.4,52.02,51280,239.5,9.51,30.43,0.15,0.68,7.81,0.07,10469.35,1182.43,2534.58,20614.07,2394.47,6531.71,5550763807,5599313563,-48549756,1097743247,935621138,162122109,24764639529,28637014912,-3872375383
2017/10/5,38.85,285,226.5,50.5,52.35,51280,243.67,9.19,30.33,0.15,0.68,7.81,0.07,10518.27,1186.07,2552.07,20628.56,2394.47,6585.36,6054756699,4692445549,1362311150,960856812,1173335082,-212478270,25753952684,22063381429,3690571255
2017/10/6,38.83,291,227,51.7,52.49,51280,245.74,9.65,30.33,0.15,0.68,7.81,0.07,10532.81,1191.45,2549.33,20690.71,2394.47,6590.18,4922068649,5223498183,-301429534,691955364,751275487,-59320123,26661361594,23634169044,3027192550
2017/10/11,39.14,306,225.5,51,54.12,54640,250.4,9.85,30.21,0.15,0.69,7.81,0.07,10641.19,1215.19,2555.24,20881.27,2458.16,6603.55,7503343563,8286014103,-782670540,1339663260,887368066,452295194,58178704197,48647165469,9531538728
2017/10/12,39,303.5,230,56.1,53,54800,248.74,9.91,30.19,0.15,0.69,7.81,0.07,10711.44,1211.1,2550.93,20954.72,2474.76,6591.51,7262211020,6164861392,1097349628,1361379850,1151732582,209647268,40911309098,34627044772,6284264326
2017/10/13,39.25,322,250,60,52.82,54000,247.96,9.61,30.19,0.15,0.69,7.81,0.07,10724.09,1219.21,2553.17,21155.18,2473.62,6605.8,6982858704,6153184148,829674556,1292127080,873337436,418789644,34176535234,31531484951,2645050283
2017/10/16,39.97,326,255,60,52.38,53920,246.67,9.91,30.14,0.15,0.69,7.81,0.07,10774.21,1224.99,2557.64,21255.56,2480.05,6624,7566649726,6588545380,978104346,1329424850,1055288124,274136726,35735339216,30795620787,4939718429
2017/10/17,40.12,321,280.5,59.2,52.41,54800,242.62,10.31,30.18,0.15,0.69,7.81,0.07,10723.15,1224.12,2559.36,21336.12,2484.37,6623.66,5342490730,7199263421,-1856772691,1481099150,1279491311,201607839,31447455250,31108538621,338916629
2017/10/18,39.94,314.5,297,57.7,52.21,54760,244,10.07,30.2,0.15,0.69,7.81,0.07,10720.28,1228.16,2561.26,21363.05,2482.91,6624.22,7037968430,9027248780,-1989280350,1188920780,1475835747,-286914967,38516305443,35006864699,3509440744
2017/10/19,38.99,316.5,311,61.4,52.29,52980,244.29,10.05,30.21,0.15,0.69,7.8,0.07,10760.29,1225.05,2562.1,21448.52,2473.06,6605.07,8509934429,5148563239,3361371190,890251500,1192204266,-301952766,29959893087,24458693166,5501199921
2017/10/20,39.06,313,290.5,61,52.02,53840,244.24,9.97,30.21,0.15,0.69,7.8,0.07,10728.88,1231.34,2575.21,21457.64,2489.54,6629.05,6801284944,5793986672,1007298272,1238829600,977165944,261663656,39728563031,36463688640,3264874391
2017/10/23,39.04,320.5,306,60,53.39,54300,244.27,11.07,30.25,0.15,0.69,7.8,0.07,10735.21,1237.14,2564.98,21696.65,2490.05,6586.83,6157899629,5721518696,436380933,1867271570,1872895242,-5623672,22316800684,21530862919,785937765
2017/10/24,39.28,321.5,300,60.7,54.25,54040,247.68,11.16,30.26,0.15,0.69,7.8,0.07,10743.78,1245.38,2569.13,21805.17,2490.49,6598.43,7316166840,5428652475,1887514365,1109138550,1319607450,-210468900,25808862981,25047201182,761661799
2017/10/25,39.1,328,294,59.4,53.84,53900,245.82,11.23,30.25,0.15,0.69,7.8,0.07,10750.57,1229.27,2557.15,21707.62,2492.5,6563.89,6388827609,6153333621,235493988,1563129350,1557562700,5566650,25360812510,24953622047,407190463
2017/10/26,39.35,338.5,308.5,60.4,53.8,52400,243.76,11.3,30.21,0.15,0.69,7.8,0.07,10734.76,1237.03,2560.4,21739.78,2480.63,6556.77,7539263027,5445152122,2094110905,1145633550,1115594782,30038768,24782320835,23641288437,1141032398
2017/10/27,40.76,330,293.5,58,54.57,53080,252.9,9.8,30.21,0.15,0.69,7.8,0.07,10709.11,1263.55,2581.07,22008.45,2496.63,6701.26,7185016962,9770196054,-2585179092,2178954240,1662950983,516003257,26169499795,27199901096,-1030401301
2017/10/30,41.68,334.5,300.5,59.5,54.66,54040,261.23,10.5,30.14,0.15,0.69,7.8,0.07,10756.87,1265.91,2572.83,22011.67,2501.93,6698.96,8430830338,7432076553,998753785,1267438950,1045477114,221961836,32612302350,29174004562,3438297788
2017/10/31,42.26,342.5,300,59.6,51.01,55080,263.91,10.18,30.18,0.15,0.69,7.8,0.07,10793.8,1275.61,2575.26,22011.61,2523.43,6727.67,8273027839,5793079522,2479948317,1226891700,1368494029,-141602329,32179937574,33624247605,-1444310031
2017/11/1,41.72,338,301,62.5,53.46,57220,259.29,10.2,30.17,0.15,0.7,7.8,0.07,10806.36,1271.51,2579.36,22420.08,2556.47,6716.53,8370642711,7530891388,839751323,1230209850,1014038452,216171398,28565306258,30174277355,-1608971097
2017/11/2,42.03,336,295,61.1,54.84,57060,259.5,9.93,30.13,0.15,0.7,7.8,0.07,10788.51,1277.34,2579.85,22539.12,2546.36,6714.94,6613059815,6562812270,50247545,698597300,1001390231,-302792931,28221099147,29381483569,-1160384422
2017/11/3,43.13,335,284,60.2,61.81,56380,273.63,9.14,30.18,0.15,0.7,7.8,0.07,10800.77,1299.97,2587.84,22539.12,2557.97,6764.44,7151862200,5904377600,1247484600,1074478740,1051882345,22596395,25825998734,26196809984,-370811250
2017/11/6,43.56,328,290,60.3,62.52,56380,277.52,9.4,30.16,0.15,0.7,7.8,0.07,10786.19,1317.34,2591.13,22548.35,2549.41,6786.44,6854097615,6892572695,-38475080,1593635850,1036824070,556811780,25261880677,28285443447,-3023562770
2017/11/7,43.7,337.5,287.5,61.4,64.1,56100,271.32,9.89,30.2,0.15,0.7,7.8,0.07,10840.34,1316.55,2590.64,22937.6,2545.44,6767.78,8627611560,7072849266,1554762294,1355869490,1627824202,-271954712,29635657813,29081419514,554238299
2017/11/8,44.06,336.5,289.5,67.5,65.49,56760,272.4,9.78,30.17,0.15,0.7,7.8,0.07,10818.99,1321.13,2594.38,22913.82,2552.4,6789.12,7545156627,7120482174,424674453,1700022020,1727982303,-27960283,25505931843,28820112260,-3314180417
2017/11/9,43.97,331,277,66.7,64.6,56340,265.64,10.5,30.17,0.15,0.7,7.8,0.07,10743.27,1294.66,2584.62,22868.71,2550.57,6750.05,6521420219,9884664432,-3363244213,855309540,1453291547,-597982007,34902773258,38044106757,-3141333499
2017/11/10,43.67,326,262.5,69.6,64.57,56400,264.96,11.29,30.18,0.15,0.7,7.8,0.07,10732.67,1303.06,2582.3,22681.42,2542.95,6750.94,7391303040,7143179131,248123909,938968260,1922100993,-983132733,26834040150,28591978617,-1757938467
2017/11/13,43.49,317.5,258,76.5,66.49,56380,265.01,11.5,30.11,0.15,0.7,7.8,0.07,10683.92,1306.58,2584.84,22380.99,2530.35,6757.6,6857898165,7724936813,-867038648,1544347010,1743566671,-199219661,33040825562,30137186904,2903638658
2017/11/14,42.83,326,265.5,74.1,66,55920,263.26,11.59,30.15,0.15,0.7,7.8,0.07,10687.18,1305,2578.87,22380.01,2526.64,6737.87,7445778237,7497152281,-51374044,1049656510,1148152016,-98495506,34105323001,33363324993,741998008
2017/11/15,42.27,322,270,77.8,65.61,55340,265.6,13.13,30.17,0.15,0.7,7.8,0.07,10630.65,1293.2,2564.62,22028.32,2518.25,6706.21,7766809556,9496273241,-1729463685,1527002850,1234264305,292738545,33531205982,46696945456,-13165739474
2017/11/16,42.78,320.5,272.5,77.1,66.11,55780,272.11,11.76,30.17,0.15,0.7,7.8,0.07,10625.04,1313.11,2585.64,22351.12,2534.79,6793.29,7272570087,5408353377,1864216710,1147711150,1112633914,35077236,25716150395,27570440369,-1854289974
2017/11/17,42.54,329.5,289,80.7,66.72,55820,271.86,11.43,30.13,0.15,0.71,7.81,0.07,10701.64,1306.93,2578.85,22396.8,2533.99,6782.79,8157255283,6731940505,1425314778,1315282850,905519886,409762964,36189812148,33650940602,2538871546
2017/11/20,42.49,320,277.5,81,66.47,55200,274.88,10.65,30.07,0.15,0.71,7.81,0.07,10664.55,1322.81,2582.14,22261.76,2527.67,6790.71,6838436695,6272795240,565641455,1071333580,1427131759,-355798179,26511743056,28877775039,-2366031983
2017/11/21,43.28,322,281,89.1,66.67,55280,276.59,9.73,30.08,0.15,0.71,7.81,0.07,10779.24,1337.92,2599.03,22416.48,2530.7,6862.48,10804555519,6277160663,4527394856,1018645890,1245820893,-227175003,40140878043,32484265822,7656612221
2017/11/22,43.74,327,283,89.8,68.13,55960,275.37,9.88,30,0.15,0.71,7.81,0.07,10822.59,1329.1,2597.08,22523.15,2540.51,6867.36,11741411388,9977507131,1763904257,2750759320,1453937469,1296821851,49565282986,41103246267,8462036719
2017/11/23,43.74,327,279,96,68.13,55300,275.37,9.88,29.99,0.15,0.72,7.81,0.07,10854.57,1329.1,2597.08,22523.15,2537.15,6867.36,8579682420,8245857297,333825123,2036154520,2102974880,-66820360,25273486120,23523150759,1750335361
2017/11/24,43.74,326,282.5,95.5,68.91,55460,282.38,9.67,30,0.15,0.72,7.81,0.07,10854.09,1341.69,2602.42,22550.85,2544.33,6889.16,8489950516,9416302172,-926351656,1264219670,1474573170,-210353500,24772118727,27831710572,-3059591845
2017/11/27,43.52,330.5,279,89.8,68.14,52640,284.62,9.87,29.98,0.15,0.72,7.81,0.07,10750.93,1324.15,2601.42,22495.99,2507.81,6878.52,7693957703,9608219772,-1914262069,596840360,1217934858,-621094498,26415197290,34703736151,-8288538861
2017/11/28,43.27,331,270,93.9,68.38,53280,277.4,10.03,29.99,0.15,0.72,7.8,0.07,10707.07,1323.08,2627.04,22486.24,2514.19,6912.36,7946549470,8287843901,-341294431,923839390,2385366645,-1461527255,35029242012,43618882510,-8589640498
2017/11/29,42.37,334.5,276,97.7,66.52,52600,271.5,10.7,29.98,0.15,0.72,7.8,0.07,10713.55,1265.01,2626.07,22597.2,2512.9,6824.39,7276638159,7511291295,-234653136,1213856430,1419630620,-205774190,28721841562,35402414227,-6680572665
2017/11/30,42.96,326,282,100,66.34,50800,277.94,11.28,29.97,0.15,0.72,7.81,0.07,10560.44,1272.55,2647.58,22724.96,2476.37,6873.97,8493022892,9869774112,-1376751220,1020271960,2639692428,-1619420468,1.02E+11,1.16E+11,-13685550803
2017/12/1,42.76,315,267.5,98,65.49,50840,271.56,11.43,29.98,0.15,0.72,7.81,0.07,10600.37,1258.65,2642.22,22819.03,2475.41,6847.59,8604107213,11731323283,-3127216070,757477440,1558793489,-801316049,39670146076,47357575722,-7687429646
