Date,AAPL,MTK,GUC,Xintec,Qualcomm,SamSung,Broadcom,VIX,USD,CNY,CCY,HKD,JPY,TWIndex,PLIX,S&P500,Japan225,KoreanIndex,NASDQ,dealer_buy,dealer_sell,dealer_dif,investment_buy,investment_sell,investment_dif,foreign_buy,foreign_sell,foreign_dif
2010/2/10,6.97,507.84,142,28.43,37.43,15100,16.8,25.4,32.06,0.15,0.67,7.77,0.09,7441.84,323.4,1068.13,9963.99,1570.12,2147.87,3161497580,2968407011,193090569,3102476560,1648311871,1454164689,15513803410,25495641620,-9981838210
2010/2/22,7.16,518.63,141,28.43,39.01,15460,17.35,19.94,32,0.15,0.68,7.76,0.09,7560.04,342.55,1108.01,10400.47,1627.1,2242.03,3133892869,2444166818,689726051,2130761100,1359109401,771651699,28467489316,25036187231,3431302085
2010/2/23,7.04,523.53,143.5,28.43,38.54,15340,17.38,21.37,32.06,0.15,0.67,7.76,0.09,7597.44,332.87,1094.6,10352.1,1628.9,2213.44,2000150200,2287498353,-287348153,2263043520,2650742656,-387699136,24222177202,23608596621,613580581
2010/2/24,7.17,517.65,146.5,28.43,37.87,15040,17.74,20.27,32.02,0.15,0.67,7.76,0.09,7529.67,339.27,1105.24,10198.83,1612.83,2235.9,2043898760,1998239251,45659509,2258613250,1775532693,483080557,20276385689,25468455332,-5192069643
2010/2/25,7.21,497.06,143,28.43,37.18,14720,18.09,20.1,32.04,0.15,0.67,7.76,0.09,7426.96,338.39,1102.94,10101.96,1587.51,2234.22,1728179056,3572176638,-1843997582,1801497370,2286138110,-484640740,22592376905,31438203724,-8845826819
2010/2/26,7.31,495.1,141.5,28.43,36.68,14880,18.15,19.5,31.98,0.15,0.67,7.76,0.09,7436.1,338.86,1104.49,10126.03,1594.58,2238.26,1756674833,1747134390,9540443,1924798840,2214147572,-289348732,18290830459,19784881500,-1494051041
2010/3/1,7.46,507.84,143,28.43,35.56,14880,18.3,19.26,31.98,0.15,0.68,7.76,0.09,7577.75,349.48,1115.71,10172.06,1594.58,2273.57,3534156549,1804885651,1729270898,2731066240,2079573268,651492972,27389310037,20386449753,7002860284
2010/3/2,7.46,505.88,143,28.43,37.93,15400,18.72,19.06,31.97,0.15,0.68,7.76,0.09,7597.62,349.39,1118.31,10221.84,1615.12,2280.79,2819078867,2172144054,646934813,3550348860,2316570567,1233778293,21141209576,17047409473,4093800103
2010/3/3,7.48,514.71,141,28.43,38.69,15420,18.91,18.83,31.93,0.15,0.68,7.76,0.09,7629.52,346.37,1118.79,10253.14,1622.44,2280.68,2211044669,1692801093,518243576,3200803160,2906248376,294554784,15730828669,12403435399,3327393270
2010/3/4,7.53,503.92,142,28.43,39.25,15220,19.06,18.72,31.92,0.15,0.68,7.76,0.09,7569.8,346.55,1122.97,10145.72,1618.2,2292.31,2247034172,2965663790,-718629618,3482705180,2761080945,721624235,15981851954,20023843169,-4041991215
2010/3/5,7.82,499.02,142.5,28.43,38.76,15500,19.36,17.42,31.84,0.15,0.68,7.76,0.09,7666.26,351.53,1138.7,10368.96,1634.57,2326.35,2853449163,2131475173,721973990,2638308490,2280762663,357545827,24048795033,13154620805,10894174228
2010/3/8,7.82,517.65,144,28.43,38.79,15720,19.31,17.79,31.86,0.15,0.69,7.76,0.09,7762.27,351.21,1138.5,10585.92,1660.04,2332.21,3468835440,1988062453,1480772987,2793812400,2194436811,599375589,26213654567,11460036328,14753618239
2010/3/9,7.97,521.57,141,28.43,38.68,15720,19.35,17.92,31.78,0.15,0.68,7.76,0.09,7770.59,350.47,1140.45,10567.65,1660.83,2340.68,2126283016,1580832636,545450380,2964421550,2481081111,483340439,20155559320,10655578412,9499980908
2010/3/10,8.03,527.45,142,28.43,38.88,15680,19.74,18.57,31.8,0.15,0.69,7.76,0.09,7779.08,358.04,1145.61,10563.92,1662.24,2358.95,1918077660,2147620726,-229543066,2368380100,2361902001,6478099,18112245790,11854296210,6257949580
2010/3/11,8.05,535.29,144,28.43,39.1,15560,19.86,18.06,31.73,0.15,0.69,7.76,0.09,7749.66,357.16,1150.24,10664.95,1656.62,2368.46,2082776886,2068552806,14224080,2224351560,2747345896,-522994336,19331563218,14553345382,4778217836
2010/3/12,8.09,527.45,142,28.43,38.95,15560,19.65,17.58,31.7,0.15,0.69,7.76,0.09,7748.33,355.37,1149.99,10751.26,1662.74,2367.66,2082122240,1583527559,498594681,1957003940,2748747987,-791744047,19375067817,16839578091,2535489726
2010/3/15,7.99,519.61,140.5,28.43,38.87,15360,19.42,18,31.79,0.15,0.68,7.76,0.09,7634.92,350.43,1150.51,10751.98,1649.5,2362.21,1850891961,3197094977,-1346203016,1548638700,2375784434,-827145734,12264155802,14224720842,-1960565040
2010/3/16,8.02,521.57,141,28.43,39.01,15300,19.5,17.69,31.78,0.15,0.68,7.76,0.09,7695.63,359.87,1159.46,10721.71,1648.01,2378.01,2229057325,1933122375,295934950,1951825550,2061266854,-109441304,12326062869,12357415674,-31352805
2010/3/17,8,536.27,143.5,28.43,38.9,15960,19.89,16.91,31.69,0.15,0.69,7.76,0.09,7847.84,364.06,1166.21,10846.98,1682.86,2389.09,6255961760,1870779550,4385182210,2844025450,2981639303,-137613853,36731397246,16707498170,20023899076
2010/3/18,8.02,530.39,145,28.43,40.43,15940,19.98,16.62,31.8,0.15,0.69,7.76,0.09,7886.34,361.64,1165.83,10744.03,1675.17,2391.28,5210194820,2682856895,2527337925,2674426940,2882130884,-207703944,31015805371,18648321445,12367483926
2010/3/19,7.94,528.43,144,28.43,40.05,16080,20.11,16.97,31.68,0.15,0.68,7.76,0.09,7897.91,355.67,1159.9,10824.72,1686.11,2374.41,3021141050,2538228333,482912717,2293139070,2559412033,-266272963,20598848873,18400804234,2198044639
2010/3/22,8.03,519.61,143,28.43,40.28,16020,19.94,16.87,31.78,0.15,0.68,7.76,0.09,7835.98,364.25,1165.81,10824.72,1672.67,2395.4,3106014084,2904160820,201853264,2506948590,2950054074,-443105484,10516125515,18424743116,-7908617601
2010/3/23,8.16,508.82,143.5,28.43,40.52,16180,20.22,16.35,31.77,0.15,0.68,7.76,0.09,7811.87,372.47,1174.17,10774.15,1681.82,2415.24,3156692146,3494584699,-337892553,3668903470,3918115883,-249212413,15485367490,18174368073,-2689000583
2010/3/24,8.19,509.8,144,28.43,40.19,16380,19.62,17.55,31.8,0.15,0.68,7.76,0.08,7822.71,365.37,1167.72,10815.03,1681.01,2398.76,3331295373,3070714751,260580622,2388404900,2747384851,-358979951,25061572166,18794672587,6266899579
2010/3/25,8.09,524.51,144.5,28.43,42.19,16380,19.65,18.4,31.79,0.15,0.68,7.76,0.08,7838.1,364.83,1165.73,10828.85,1688.39,2397.41,4817816170,2879786990,1938029180,2602441800,2479493259,122948541,21369375959,23885498867,-2516122908
2010/3/26,8.25,549.02,146.5,28.43,41.83,16400,19.91,17.77,31.83,0.15,0.68,7.76,0.08,7876.86,362.89,1166.59,10996.37,1697.72,2395.13,4000335879,2460954487,1539381392,2541622400,2863195132,-321572732,29229664830,21336435949,7893228881
2010/3/29,8.3,547.06,146,28.43,41.76,16360,20.22,17.59,31.72,0.15,0.69,7.76,0.08,7947.45,366.37,1173.22,10986.47,1691.99,2404.36,4375002053,2796905445,1578096608,2643862610,2087012190,556850420,24246317882,12096027813,12150290069
2010/3/30,8.42,539.22,144,28.43,42.13,16280,20.38,17.13,31.74,0.15,0.69,7.76,0.08,7962.22,368.9,1173.27,11097.14,1700.19,2410.69,2777796250,3060178700,-282382450,2817299910,2709020018,108279892,20722083020,15110171513,5611911507
2010/3/31,8.39,540.2,144,28.43,41.96,16360,20.56,17.59,31.75,0.15,0.69,7.77,0.08,7920.06,366.57,1169.43,11089.94,1692.85,2397.96,2608430780,2728850076,-120419296,2865193149,1994566317,870626832,21988697025,19388658543,2600038482
2010/4/1,8.43,554.9,154,28.43,42.27,16900,20.5,17.47,31.68,0.15,0.69,7.77,0.08,8013.09,366.93,1178.1,11244.4,1719.17,2402.58,4685987430,2773243073,1912744357,2902281620,2933292467,-31010847,36000416850,20774323817,15226093033
2010/4/2,8.43,549.02,158.5,28.43,42.27,17140,20.5,17.47,31.68,0.15,0.69,7.77,0.08,8025.93,366.93,1178.1,11286.09,1723.49,2402.58,3403184882,2221687640,1181497242,2635320690,2658597705,-23277015,16525991663,8059111375,8466880288
2010/4/6,8.56,558.82,159,28.43,42.43,17380,20.68,16.23,31.52,0.15,0.69,7.76,0.08,8089.65,375.52,1189.44,11282.32,1726.09,2436.81,4474946818,3437375723,1037571095,2652930710,2940011704,-287080994,30146236675,11525413580,18620823095
2010/4/7,8.59,555.88,156.5,28.43,42.77,17180,20.48,16.62,31.52,0.15,0.69,7.76,0.08,8121.78,376.89,1182.45,11292.83,1726.6,2431.16,3272236762,3070478150,201758612,3107250860,4008940913,-901690053,28904229250,17512738996,11391490254
2010/4/8,8.57,539.22,153.5,28.43,42.4,17260,20.1,16.48,31.5,0.15,0.7,7.76,0.08,8057.6,371.47,1186.44,11168.2,1733.78,2436.81,4564456890,4790831835,-226374945,3060637010,4267854197,-1207217187,25743920436,22194369903,3549550533
2010/4/9,8.64,546.08,154.5,28.43,42.17,17120,20.01,16.14,31.5,0.15,0.7,7.76,0.08,8092.03,375.76,1194.37,11204.34,1724.47,2454.05,2529718674,2861425894,-331707220,2282456720,3950881864,-1668425144,21482660905,16945346786,4537314119
2010/4/12,8.65,539.22,154,28.43,42.23,16600,20.02,15.58,31.5,0.15,0.69,7.76,0.08,8117.75,378.97,1196.48,11251.9,1710.3,2457.87,2910129688,2892278665,17851023,2709081300,2966351946,-257270646,20731649385,17225500006,3506149379
2010/4/13,8.66,533.33,150,28.43,42.3,16560,20.15,16.2,31.37,0.15,0.7,7.76,0.08,8029.73,381.33,1197.3,11161.23,1710.59,2465.99,2752129067,4097412379,-1345283312,2591295540,3783692853,-1192397313,21062973072,19671671180,1391301892
2010/4/14,8.77,540.2,153.5,28.43,42.6,16900,21.55,15.59,31.33,0.15,0.7,7.76,0.08,8097.13,397.73,1210.65,11204.9,1735.33,2504.86,3020823570,2651138925,369684645,2214447360,3914729913,-1700282553,21080525513,14980787898,6099737615
2010/4/15,8.89,543.14,152,28.43,42.7,17100,21.96,15.89,31.4,0.15,0.7,7.76,0.08,8171.94,398.86,1211.67,11273.79,1743.91,2515.69,3872697580,3641099904,231597676,3434499710,3299761385,134738325,28606024514,18893166328,9712858186
2010/4/16,8.84,535.29,152,28.43,42.74,16960,21.88,18.36,31.4,0.15,0.7,7.76,0.08,8111.57,393.75,1192.13,11102.18,1734.49,2481.26,3030483999,3315415998,-284931999,2733057850,3069080102,-336022252,20813245439,22527586726,-1714341287
2010/4/19,8.82,520.59,144,28.43,42.75,16540,21.9,17.34,31.38,0.15,0.69,7.76,0.08,7854.22,389.66,1197.52,10908.77,1705.3,2480.11,2539487125,6279617700,-3740130575,1869172350,3412612463,-1543440113,23972931096,27489236883,-3516305787
2010/4/20,8.74,514.71,146.5,28.43,43.29,16560,22.37,15.73,31.32,0.15,0.7,7.76,0.08,7900.42,395.71,1207.17,10900.68,1718.03,2500.31,2457791429,5645287862,-3187496433,2018771980,4092880770,-2074108790,19619700399,24424830609,-4805130210
2010/4/21,9.26,539.22,147.5,28.43,42.63,17040,21.84,16.32,31.36,0.15,0.7,7.76,0.08,7990.53,391.42,1205.94,11090.05,1747.58,2504.61,3306172048,2961533399,344638649,2601778300,2316959706,284818594,28179798301,21694582282,6485216019
2010/4/22,9.52,549.02,146,28.43,39.33,16820,21.53,16.47,31.32,0.15,0.7,7.76,0.08,7978.69,398.94,1208.67,10949.09,1739.52,2519.07,2862273063,2854393488,7879575,2183964200,2673553659,-489589459,26209638805,28599825870,-2390187065
2010/4/23,9.67,551.96,147.5,28.43,38.25,16600,21.49,16.62,31.32,0.15,0.7,7.76,0.08,8004.89,400.42,1217.28,10914.46,1737.03,2530.15,3484897220,3075640943,409256277,2776786300,2845968777,-69182477,25896072049,21909598089,3986473960
2010/4/26,9.63,567.65,153,28.43,38.11,16680,21.79,17.47,31.3,0.15,0.7,7.76,0.08,8158.14,400.81,1212.05,11165.79,1752.2,2522.95,4480219696,3030421835,1449797861,2765725830,3064790042,-299064212,39891591473,13082287647,26809303826
2010/4/27,9.36,564.71,150,28.43,37.92,16700,21,22.81,31.37,0.15,0.7,7.77,0.08,8146.44,386.78,1183.71,11212.66,1749.55,2471.47,2769461514,2905317647,-135856133,2857893550,3559775368,-701881818,29649112300,21714766625,7934345675
2010/4/28,9.34,557.84,148,28.43,38.82,16500,21.01,21.08,31.33,0.15,0.7,7.76,0.08,8081.55,388.63,1191.36,10924.79,1733.91,2471.73,3325275423,3135911602,189363821,2015847320,3005625667,-989778347,21232327977,28386540241,-7154212264
2010/4/29,9.59,539.22,146,28.43,38.98,16500,21.4,18.44,31.28,0.15,0.7,7.76,0.08,8054.05,393.97,1206.78,10924.79,1728.42,2511.92,3190042911,3614945962,-424903051,2876941450,2972864816,-95923366,21455008637,26062251458,-4607242821
2010/4/30,9.32,523.53,145,28.43,38.68,16980,20.51,22.05,31.28,0.15,0.7,7.76,0.08,8004.25,376.07,1186.69,11057.4,1741.56,2461.19,3022883662,5342934788,-2320051126,2181792110,3627352335,-1445560225,38837431174,25919883316,12917547858
2010/5/3,9.51,527.45,142.5,28.43,38.64,16580,21.12,20.19,31.44,0.15,0.7,7.76,0.08,7952.17,385.97,1202.26,11057.4,1721.21,2498.74,2247244049,3182479733,-935235684,1069010600,2740658091,-1671647491,14200641337,19545631181,-5344989844
2010/5/4,9.24,529.41,141,28.43,37.6,16680,20.05,23.84,31.58,0.15,0.7,7.77,0.08,7930.77,368.48,1173.6,11057.4,1718.75,2424.25,2362418739,2979958433,-617539694,1975026100,3448512852,-1473486752,17856822210,19965628969,-2108806759
2010/5/5,9.14,524.51,136,28.43,37.63,16680,19.59,24.91,31.74,0.15,0.7,7.77,0.08,7696.9,364.54,1165.87,11057.4,1718.75,2402.29,2729016071,3980609200,-1251593129,2010554230,2562660917,-552106687,22121428220,45833505794,-23712077574
2010/5/6,8.79,513.73,136,28.43,36.67,16280,19.2,32.8,31.67,0.15,0.7,7.78,0.08,7579.48,352.54,1128.15,10695.69,1684.71,2319.64,3091387156,4408075489,-1316688333,2255084950,3205637681,-950552731,23468916712,36301889708,-12832972996
2010/5/7,8.42,518.63,136.5,28.43,36.5,15880,19.29,40.95,31.67,0.15,0.7,7.78,0.08,7567.1,346.75,1110.88,10364.59,1647.5,2265.64,3457662854,4211116981,-753454127,2245833480,2256736571,-10903091,26962108072,39065290925,-12103182853
2010/5/11,9.16,513.73,136.5,28.43,37.48,15820,20.66,28.32,31.61,0.15,0.68,7.78,0.08,7608.44,364.73,1155.79,10411.1,1670.24,2375.31,2422641644,5140005693,-2717364049,3033680960,2350574511,683106449,24258497758,34166152915,-9907655157
2010/5/12,9.36,511.76,135.5,28.43,38.16,15780,20.72,25.52,31.66,0.15,0.69,7.78,0.08,7602.7,375.08,1171.67,10394.03,1663.03,2425.02,1806007092,2563536316,-757529224,2093155670,2612749703,-519594033,15091800452,18109886441,-3018085989
2010/5/13,9.23,516.67,138.5,28.43,37.96,16260,20.46,26.68,31.75,0.15,0.69,7.79,0.08,7770.57,364.96,1157.44,10620.55,1694.58,2394.36,3561670196,2358494886,1203175310,2308652990,2362242365,-53589375,25288530624,17001279301,8287251323
2010/5/14,9.06,514.71,137,28.43,37.3,16200,20.23,31.24,31.75,0.15,0.69,7.79,0.08,7772.13,353.86,1135.68,10462.51,1695.63,2346.85,3039796973,2098187211,941609762,2288922610,2358557045,-69634435,18887191767,17470211499,1416980268
2010/5/17,9.08,509.8,131.5,28.43,37.37,15680,20.52,30.84,31.79,0.15,0.67,7.8,0.08,7598.72,359.39,1136.94,10235.76,1651.51,2354.23,1891763790,3345179591,-1453415801,1578806380,2272706216,-693899836,14736210745,24904396220,-10168185475
2010/5/18,9.01,505.88,126,28.43,36.71,15840,20.08,33.55,32,0.15,0.68,7.8,0.09,7585.3,348.85,1120.8,10242.64,1643.24,2317.26,2530804773,2762055153,-231250380,1429587650,3186750899,-1757163249,17370968023,17218635376,152332647
2010/5/19,8.87,504.9,125,28.43,36.45,15460,20.02,35.32,32.1,0.15,0.66,7.8,0.09,7559.16,350.84,1115.05,10186.84,1630.08,2298.37,3773370424,2856839944,916530480,1630251800,2771328002,-1141076202,18373198616,27684860486,-9311661870
2010/5/20,8.49,493.14,122.5,28.43,35.59,15120,20.1,45.79,32.14,0.15,0.65,7.8,0.09,7424.43,340.6,1071.59,10030.31,1600.18,2204.01,1789640082,3781782793,-1992142711,1915013410,2678291896,-763278486,16542177555,24375312573,-7833135018
2010/5/21,8.65,483.33,114,28.43,35.89,15120,19.81,40.1,32.14,0.15,0.65,7.8,0.09,7237.71,349.11,1087.69,9784.54,1600.18,2229.04,2900693814,4325127838,-1424434024,2057538000,2547863195,-490325195,17657200134,28426890668,-10769690534
2010/5/24,8.81,489.22,117,28.43,35.67,15160,19.39,38.32,32.25,0.15,0.63,7.8,0.09,7322.73,342.54,1073.65,9758.4,1604.93,2213.55,1318602223,1686533628,-367931405,1693938520,1655430922,38507598,14701118023,14314907391,386210632
2010/5/25,8.76,481.86,111.5,28.43,35.61,14820,19.23,34.61,32.15,0.15,0.62,7.78,0.09,7086.37,344.51,1074.03,9459.89,1560.83,2210.95,2683186197,3897052095,-1213865898,2171659720,2293981594,-122321874,17681766186,26337231902,-8655465716
2010/5/26,8.72,495.1,117,28.43,34.88,15000,20.02,35.02,32.03,0.15,0.63,7.79,0.09,7167.35,343.78,1067.95,9522.66,1582.12,2195.88,2338703869,2581660673,-242956804,2677615330,2669882533,7732797,31106876421,34973665668,-3866789247
2010/5/27,9.05,500.98,119.5,28.43,35.56,15440,21.34,29.68,31.98,0.15,0.65,7.79,0.09,7243.16,361.55,1103.06,9639.72,1607.5,2277.68,2491117949,2067733057,423384892,1850019250,2403618389,-553599139,20107914967,26694739909,-6586824942
2010/5/28,9.17,503.92,121.5,28.43,35.56,15560,20.65,32.07,31.98,0.15,0.65,7.79,0.09,7295.32,355.66,1089.41,9762.98,1622.78,2257.04,1696421769,2728611530,-1032189761,2395133320,1977771898,417361422,24767255180,27968076652,-3200821472
2010/5/31,9.17,512.75,121.5,28.43,35.56,15520,20.65,32.07,32.26,0.15,0.64,7.79,0.09,7373.98,355.66,1089.41,9768.7,1641.25,2257.04,1506976882,1336195503,170781379,2311691390,2275319461,36371929,17594959598,16524204024,1070755574
2010/6/1,9.32,505.88,120.5,28.43,35.07,15360,20.39,35.54,32.19,0.15,0.64,7.79,0.08,7289.33,347.61,1070.71,9711.83,1630.4,2222.33,1412618346,2600817724,-1188199378,1386824770,2196659340,-809834570,13687169621,19697649676,-6010480055
2010/6/2,9.43,505.88,117,28.43,36.02,15360,21.11,30.17,32.14,0.15,0.65,7.79,0.08,7195.71,360.2,1098.38,9603.24,1630.4,2281.07,1784129226,2101493299,-317364073,1284038050,2080696129,-796658079,16324175862,25124393518,-8800217656
2010/6/3,9.4,524.51,122.5,28.43,36.47,15540,21.66,29.46,32.21,0.15,0.65,7.79,0.08,7360.28,364.45,1102.83,9914.19,1661.84,2303.03,2124361566,1639630997,484730569,1526276800,2124971344,-598694544,25930294096,14878317901,11051976195
2010/6/4,9.14,516.67,122,28.43,35.3,15860,20.81,35.48,32.21,0.15,0.65,7.79,0.08,7344.59,348.48,1064.88,9901.19,1664.13,2219.17,1382035337,1353676914,28358423,1600856440,1685147628,-84291188,16342264473,16369448142,-27183669
2010/6/7,8.96,509.8,118,28.43,35.01,15740,20.77,36.57,32.38,0.15,0.63,7.8,0.09,7157.83,335.84,1050.47,9520.8,1637.97,2173.9,1727779979,2384872818,-657092839,1026938560,2689978347,-1663039787,18420958493,30448312196,-12027353703
2010/6/8,8.9,504.9,122.5,28.43,35.27,15700,21.09,33.7,32.4,0.15,0.62,7.8,0.09,7151.99,334.58,1062,9537.94,1651.48,2170.57,2066281786,1988920375,77361411,1691268110,2352107734,-660839624,18703975609,30048419922,-11344444313
2010/6/9,8.69,505.88,120,28.43,34.72,15400,21.07,33.73,32.34,0.15,0.62,7.79,0.09,7071.67,332.06,1055.69,9439.13,1647.22,2158.85,1542562009,3321671807,-1779109798,1898159770,2437099430,-538939660,18702918495,25631107138,-6928188643
2010/6/10,8.95,504.9,119.5,28.43,35.03,15460,21.8,30.57,32.33,0.15,0.63,7.79,0.09,7181.77,344.69,1086.84,9542.65,1651.7,2218.71,1704826072,1381596140,323229932,1693519120,1763198551,-69679431,13844691514,11589711538,2254979976
2010/6/11,9.05,510.78,120.5,28.43,35.36,15940,21.93,28.79,32.33,0.15,0.63,7.79,0.09,7299.49,349.53,1091.6,9705.25,1675.34,2243.6,2190858765,1996941003,193917762,2908964700,1250955460,1658009240,22759359082,17237005231,5522353851
2010/6/14,9.08,506.86,123,28.43,34.79,16140,21.51,28.58,32.25,0.15,0.63,7.79,0.09,7387.4,351.97,1089.63,9879.85,1690.6,2243.96,1768628855,1498942325,269686530,1505841270,1416178889,89662381,20177579394,10774443982,9403135412
2010/6/15,9.27,505.88,121,28.43,35.58,15960,22.25,25.87,32.22,0.15,0.64,7.79,0.09,7454.06,371.47,1115.23,9887.89,1690.03,2305.88,3410373817,2341168341,1069205476,2242794590,2641652169,-398857579,26447880742,16141198919,10306681823
2010/6/17,9.71,491.18,120.5,28.43,35.71,16340,23.35,25.05,32.13,0.15,0.65,7.78,0.09,7515.78,372.39,1116.04,9999.4,1707.92,2307.16,4927739900,2099644169,2828095731,2508237110,2582718329,-74481219,32006311608,22365689305,9640622303
2010/6/18,9.79,486.27,120,28.43,35.69,16440,23.04,23.95,32.13,0.15,0.65,7.78,0.09,7493.11,371.21,1117.51,9995.02,1711.95,2309.8,1588152532,1676322121,-88169589,1762822660,2035407766,-272585106,20040462969,16240842754,3799620215
2010/6/21,9.65,497.06,122,28.43,35.64,16600,22.99,24.88,32.08,0.15,0.66,7.78,0.09,7635.56,368.04,1113.2,10238.01,1739.68,2289.09,3026478065,2286801881,739676184,2542861050,2031542713,511318337,39482288418,18502627898,20979660520
2010/6/22,9.78,497.06,122.5,28.43,35.57,16320,22.26,27.05,32.02,0.15,0.66,7.78,0.09,7612.68,361.39,1095.31,10112.89,1731.48,2261.8,1946274982,1488317768,457957214,2667766200,1570730396,1097035804,15665998548,14135657200,1530341348
2010/6/23,9.68,496.08,131,28.43,35.42,16100,22.54,26.91,32.03,0.15,0.65,7.78,0.09,7582.15,362.88,1092.04,9923.7,1725.82,2254.23,2234820452,1703801111,531019341,1637502590,2664431249,-1026928659,13501908806,14277583085,-775674279
2010/6/24,9.61,489.22,128,28.43,34.79,16400,21.24,29.74,32.05,0.15,0.64,7.78,0.09,7589.89,352.22,1073.69,9928.34,1739.87,2217.42,1860774691,1698013796,162760895,1711952160,2237124547,-525172387,11462419464,14388551756,-2926132292
2010/6/25,9.52,472.55,124.5,28.43,34.57,16100,21.47,28.53,32.05,0.15,0.64,7.78,0.09,7474.71,352.09,1076.76,9737.48,1729.84,2223.48,2413319591,2128275963,285043628,1901439030,2430210613,-528771583,15473682819,23367270220,-7893587401
2010/6/28,9.58,455.88,123.5,28.43,34.04,15920,21.75,29,32.11,0.15,0.64,7.79,0.09,7500.79,354.11,1074.57,9693.94,1732.03,2220.65,1879269590,1490207148,389062442,2033811560,2239687580,-205876020,12265996472,18905790477,-6639794005
2010/6/29,9.15,452.94,121,28.43,33.14,15840,20.97,34.13,32.23,0.15,0.63,7.79,0.09,7423.57,337.67,1041.24,9570.67,1707.76,2135.18,2147446217,2908525447,-761079230,1900760970,2113278620,-212517650,22424852725,27160643574,-4735790849
2010/6/30,8.98,443.63,117,28.43,32.84,15480,21.06,34.54,32.17,0.15,0.64,7.79,0.09,7329.37,332.3,1030.71,9382.64,1698.29,2109.24,2178548833,2360557426,-182008593,1623812000,1800221589,-176409589,18739269088,37550185740,-18810916652
2010/7/1,8.87,433.33,116.5,28.43,31.96,15320,21.41,32.86,32.24,0.15,0.63,7.79,0.09,7254.06,333.11,1027.37,9191.6,1686.24,2101.36,2571365830,2300953897,270411933,2351451570,2244926996,106524574,15112099530,32360823674,-17248724144
2010/7/2,8.82,417.16,114,28.43,32.37,15340,21.57,30.12,32.24,0.15,0.63,7.79,0.09,7330.74,331.6,1022.58,9203.71,1671.82,2091.79,3109155478,2071857502,1037297976,3402580890,2457175742,945405148,16628420615,26647747510,-10019326895
2010/7/5,8.82,431.37,117.5,28.43,32.37,15340,21.57,30.12,32.19,0.15,0.64,7.79,0.09,7439.96,331.6,1022.58,9266.78,1675.37,2091.79,3485464776,1803594257,1681870519,2870171650,2324134777,546036873,18267772447,15565629269,2702143178
2010/7/6,8.88,444.12,119,28.43,32.65,15500,20.87,29.65,32.15,0.15,0.64,7.79,0.09,7548.48,331.15,1028.06,9338.04,1684.94,2093.88,4027890352,2746036492,1281853860,3439668340,2104691878,1334976462,24366592642,19068597829,5297994813
2010/7/7,9.24,439.22,117.5,28.43,33.38,15380,21.67,26.84,32.13,0.15,0.65,7.79,0.09,7534.46,347.87,1060.27,9279.65,1675.65,2159.47,2847137227,2644316935,202820292,3127478470,2211770560,915707910,20284332392,21155572175,-871239783
2010/7/8,9.22,445.1,125.5,28.43,33.93,15500,21.79,25.71,32.04,0.15,0.65,7.76,0.09,7608.85,347.62,1070.25,9535.74,1698.64,2175.4,3498890236,3033500441,465389795,3480641210,2129215649,1351425561,24607072489,16511447291,8095625198
2010/7/9,9.27,462.25,129.5,28.43,33.91,15920,22.01,24.98,32.04,0.15,0.65,7.76,0.09,7647.25,351.36,1077.96,9585.32,1723.01,2196.45,2728500777,2350038952,378461825,2554524190,2273525881,280998309,23404156692,16464889437,6939267255
2010/7/12,9.19,458.82,129.5,28.43,35.1,16040,22.1,24.43,32.15,0.15,0.64,7.77,0.09,7639.55,355.33,1078.75,9548.11,1734.05,2198.36,2924643860,2745414814,179229046,2482074820,2006519698,475555122,26624675265,19960549821,6664125444
2010/7/13,8.99,453.43,127,28.43,35.95,15920,22.48,24.56,32.13,0.15,0.65,7.77,0.09,7597.42,362.83,1095.34,9537.23,1735.08,2242.03,2229240564,2979161912,-749921348,1895080030,2142566297,-247486267,16641761677,18007455031,-1365693354
2010/7/14,9.03,465.69,128,28.43,36.9,16480,22.29,24.89,32.11,0.15,0.65,7.77,0.09,7714.51,361.86,1095.17,9795.24,1758.01,2249.84,3263893206,2821483291,442409915,2830363500,2777007495,53356005,34531015499,18647638312,15883377187
2010/7/15,8.98,453.92,125.5,28.43,36.88,16400,22.91,25.14,32.08,0.15,0.65,7.77,0.09,7704.52,361.09,1096.48,9685.53,1751.29,2249.08,2477026497,2447612800,29413697,2643108100,2185819664,457288436,25865935835,19706889752,6159046083
2010/7/16,8.93,459.8,126.5,28.43,35.96,16040,21.99,26.25,32.08,0.15,0.65,7.77,0.09,7664.57,349.16,1064.88,9408.36,1738.45,2179.05,2967688013,3345308353,-377620340,5078957900,5234103702,-155145802,23147731441,18530580354,4617151087
2010/7/19,8.77,454.9,129.5,28.43,36.77,15900,22.27,25.97,32.08,0.15,0.64,7.77,0.09,7649.83,357.94,1071.25,9408.36,1731.95,2198.23,2174535230,2265938297,-91403067,2335771140,2690084809,-354313669,17184001510,16457360294,726641216
2010/7/20,9,458.82,128.5,28.43,36.75,15960,22,23.93,32.1,0.15,0.64,7.78,0.09,7712.03,358.13,1083.48,9408.36,1736.77,2222.49,2436651506,2281218936,155432570,2310837260,1879713531,431123729,20405637310,14261659396,6143977914
